微博id,评论页码,评论id,评论时间,评论者赞数,评论者IP归属地,评论者姓名,评论者id,评论者性别,评论者关注数,评论者粉丝数,评论内容
4.99E+15,61,4.99E+15,2024/1/3 22:05,1,来自江西,DiDi-575,7807231435,男,165,34,万幸
4.99E+15,62,4.99E+15,2024/1/3 22:04,1,来自意大利,卷个铃铛,7437194487,女,377,1381,万幸
4.99E+15,62,4.99E+15,2024/1/3 22:04,1,来自广东,豆豆1-_-,7892930941,女,12,1,万幸！
4.99E+15,62,4.99E+15,2024/1/3 22:04,1,来自山东,贾心碎杏仁,7880359423,女,11,3,万幸
4.99E+15,62,4.99E+15,2024/1/3 22:04,1,来自北京,kan山还是山,1729408454,女,1311,1083,万幸啊真是
4.99E+15,62,4.99E+15,2024/1/3 22:04,0,来自湖北,悪女修炼手册,7892175578,女,123,32,好人呐
4.99E+15,62,4.99E+15,2024/1/3 22:04,1,来自北京,西恩朵儿,1285160033,女,721,299,我的天啊这么多，这得多少家庭受害了，麻烦判死刑
4.99E+15,62,4.99E+15,2024/1/3 22:03,0,来自江西,missmeautism,7764766081,女,882,64,万幸
4.99E+15,62,4.99E+15,2024/1/3 22:02,1,来自湖南,青梅酒酿3,5731222956,女,627,691,万幸
4.99E+15,62,4.99E+15,2024/1/3 22:02,1,来自北京,好想好想奔跑着见你,3622607567,女,320,25,76个人 良心呢 被狗吃了吗
4.99E+15,62,4.99E+15,2024/1/3 22:02,0,来自浙江,简7love你,7890810176,女,49,13,天啊
4.99E+15,62,4.99E+15,2024/1/3 22:02,0,来自广东,87次落日,7743488914,女,674,1485,晚安
4.99E+15,62,4.99E+15,2024/1/3 22:02,0,来自广东,十里清梦,5198612974,女,92,19,人贩子真的应该统统死刑
4.99E+15,62,4.99E+15,2024/1/3 22:01,0,来自陕西,做一只猫咪可好,7566147239,女,112,10,万幸
4.99E+15,62,4.99E+15,2024/1/3 22:01,0,来自山东,夏九9,2896496011,男,174,782,一定严惩！！
4.99E+15,63,4.99E+15,2024/1/3 22:01,1,来自湖南,天坤9800,7873189859,女,197,16,孙海洋说，为什么人贩子不能判死刑？ 今天晚上大乐透01 06 08 27 32    03 04 各位微博小朋友，想买房子吧，那就买彩票吧
4.99E+15,63,4.99E+15,2024/1/3 22:01,0,来自辽宁,社恐人士为爱变E,7891298918,女,42,31,
4.99E+15,63,4.99E+15,2024/1/3 22:01,1,来自广东,千里快哉风流倜傥,1846270690,男,9,853,千万不要打死人贩子啊！
4.99E+15,63,4.99E+15,2024/1/3 22:00,0,来自黑龙江,tianjiarui_瑞,7498298418,女,604,157,
4.99E+15,63,4.99E+15,2024/1/3 22:00,4,来自江西,前世的尘adore-17,6158418473,女,2446,1.3万,人贩子可恶，为民警点赞
4.99E+15,63,4.99E+15,2024/1/3 22:00,0,来自江苏,诉说爱Tz,7788675793,女,44,9,
4.99E+15,63,4.99E+15,2024/1/3 22:00,0,来自广东,良辰倦客,7891067422,女,44,21,万幸啊，拯救了许多家庭，避免了许多悲剧
4.99E+15,1,4.99E+15,2024/1/27 0:35,97,来自贵州,取名字太男,6651973913,男,249,125,感觉中对方圈套了，谈话的时候还有几个人在旁边录像，还一边录像一边故意喊说这是所长，就这样被激怒失控了
4.99E+15,1,4.99E+15,2024/1/27 6:35,33,来自河北,大晴天泡泡玛特,6033279550,女,119,63,就是故意激怒的，别说所长了，大家工作上遇到这种人也会失控，做人不能太小人，希望工作中大家少遇到这种人
4.99E+15,1,4.99E+15,2024/1/27 0:39,189,来自湖北,NumB半生i,2023117557,男,49,9,不太相信jc随身携带刀具是正常的
4.99E+15,1,4.99E+15,2024/1/27 5:19,54,来自海南,雅克萨的旗长,3937342112,男,365,1140,估计很快就会删除了吧，宣传口的人做宣传不行，删除稿件还是有一套的
4.99E+15,1,4.99E+15,2024/1/27 8:52,28,来自江苏,温水煮了呆蛙,2286053887,男,714,270,一个所长没用自己职务之便去打压普通百姓，而是亲自动手，这才是真男人
4.99E+15,1,4.99E+15,2024/1/27 9:23,38,来自山东,山东_张华勇,2539768340,男,1209,2344,随便带刀🔪，有预谋？？
4.99E+15,1,4.99E+15,2024/1/27 15:23,28,来自山东,灰产圈_,2328007923,男,1672,35.4万,唐山！！洗不清了！
4.99E+15,1,4.99E+15,2024/1/27 10:34,13,来自湖北,一览众衫小啊,7339432794,男,469,178,我以为@平安武汉 下面的派出所说“聚众围殴他人不违法，把人推下天桥时开玩笑”，被反驳之后说“你别跟我谈什么《治安管理法》，你是警察还是我是警察，你懂还是我懂”已经后离谱了，居然还有这么离谱的事情。
4.99E+15,1,4.99E+15,2024/1/27 1:04,5,来自浙江,junzi00002022,7805231308,男,382,36,我觉得有蹊跷。这个副所长如果真的是一方恶霸，有的是办法收拾对方，感觉不会当街捅人。
4.99E+15,1,4.99E+15,2024/1/27 0:46,12,来自广东,Kiroqi11491,5592993266,男,81,0,所长随身带刀？
4.99E+15,1,4.99E+15,2024/1/27 5:32,8,来自河南,葉月櫻_曦,1062754931,女,194,17,欧，那强奸犯也可以说是被诱惑所以上套了，太值得同情了
4.99E+15,1,5.00E+15,2024/1/28 18:15,0,来自山东,橘子味的奶茶汽水,3514192612,女,155,168,别被带跑偏了，相信警方！！！
4.99E+15,1,5.00E+15,2024/1/28 7:08,6,来自辽宁,缘分只有一步之遥,5517183774,男,640,3175,这位派出所副所长下手够狠啊！一言不合，拔刀就捅，这是准备要置人于死地啊。
4.99E+15,1,4.99E+15,2024/1/27 7:52,7,来自中国,天涯i锅锅,3184550030,男,2289,408,通报扎伤就
4.99E+15,1,5.00E+15,2024/1/28 17:21,4,来自河北,汪一一16,5333030921,男,103,5,随身携带刀具
4.99E+15,1,5.00E+15,2024/1/28 11:41,2,来自北京,小5也会成为老5,2639900983,男,897,255,今年唐山总是上头条
4.99E+15,1,4.99E+15,2024/1/27 9:42,2,来自陕西,很不冷静地戳郭俊辰胸肌的vivian,7609609685,女,237,76,被激怒了 正常人会吵架 乃至对骂 人身攻击 最多对练 谁家正常人随身带刀？是一定得随时吃个水果方便削皮？
4.99E+15,1,4.99E+15,2024/1/27 9:23,2,来自江苏,csh_在路上,1146164921,男,1843,382,受气我们是专业的
4.99E+15,1,5.00E+15,2024/1/30 14:41,0,来自湖北,Ghatgpt,7762227999,男,338,25,唐山警察杀人？牛啊
4.99E+15,1,5.00E+15,2024/1/29 22:47,0,来自四川,Littledivil丨,5584803055,男,1031,107,唐山民风这不是有带头的吗
4.99E+15,2,5.00E+15,2024/1/29 10:52,0,来自广东,小小康桥,2249071270,男,204,506,又双叕`糖山
4.99E+15,2,5.00E+15,2024/1/29 10:27,0,来自内蒙古,苏格兰鸭-w,7218849978,女,507,17,不乱信谣，相信公安机关通报内容。等待后续公正处理结果，法律面前人人平等。
4.99E+15,2,5.00E+15,2024/1/28 18:58,0,来自山东,徐哈哈777,6935454816,女,663,10,尊重事实，不传谣，相信法律
4.99E+15,2,5.00E+15,2024/1/28 13:13,0,来自山东,会游泳的大河马,7797624134,男,199,8,菜刀队？
4.99E+15,2,5.00E+15,2024/1/28 11:57,1,来自重庆,绿野-绮,3888853501,女,319,54,冲动是魔鬼，三思而后行啊。
4.99E+15,2,5.00E+15,2024/1/28 11:08,1,来自重庆,L博尐喃喃,3488825853,女,405,116,静待调查结果
4.99E+15,2,5.00E+15,2024/1/28 9:30,0,来自河北,missmissmissing,2170276431,女,529,81,现在这种人太多，派出所所长都绷不住了。你说这些拿着手机，靠着互联网寻衅滋事，乱造谣的人是不是该好好管管了～只要自己不合理的诉求得不到满足，就举起手机开始嚷嚷，开始怼脸拍，完后回家视频一剪，配点煽动性文字开始造谣。我不站捅人的所长，他该为自己的行为承担后果。但网络流氓不管确实不行。
4.99E+15,2,4.99E+15,2024/1/27 21:18,1,来自重庆,购日的渣浪,7792147460,男,199,105,这地方维护法律的人都随身带刀的？
4.99E+15,2,4.99E+15,2024/1/27 8:48,0,来自黑龙江,关注当下zqs,2383218805,男,3249,644,挺专业啊
4.99E+15,2,4.99E+15,2024/1/27 1:25,0,来自黑龙江,D10S的信徒,5799666599,男,332,304,那你不从严咋处理啊？要是没有录像你又咋处理啊？
4.99E+15,2,5.00E+15,2024/1/28 18:52,0,来自黑龙江,忆镸梦,5361398736,男,208,63,尊重事实，不传谣，相信法律
4.99E+15,2,5.00E+15,2024/1/28 8:56,0,来自北京,心向阳光zm,7433244239,男,1787,1129,平时如何可见一斑
4.99E+15,2,4.99E+15,2024/1/27 23:24,1,来自辽宁,佛系月宅,5666278356,男,349,112,但是他自首了啊…怎么从严处理呢
4.99E+15,2,4.99E+15,2024/1/27 19:42,1,来自山东,泉城之光,7319605009,男,240,174,快报警，警察已经到了
4.99E+15,2,5.00E+15,2024/2/14 19:41,0,来自辽宁,一袋山核桃,7437200125,女,49,0,理性，要理性。
4.99E+15,2,5.00E+15,2024/2/2 12:09,0,来自西藏,踮起脚尖罒就能接近幸福,6001764546,男,17,62,真实不遥远，谣言不可信。让我们携手共建信任，抵制谣言的传播。
4.99E+15,2,5.00E+15,2024/2/2 9:46,0,来自江苏,阿倪包子店,2168168080,男,308,108,唐山根是烂了吗
4.99E+15,2,5.00E+15,2024/2/1 7:43,0,来自浙江,提枪探花911,7556396671,男,66,7,民风彪悍
4.99E+15,2,5.00E+15,2024/1/31 9:53,0,来自江苏,听说你在玩微博啊,6169037766,男,317,59,居然没带枪？
4.99E+15,2,5.00E+15,2024/1/31 9:26,0,来自江苏,EasonLiuLiu,1779913420,男,37,2261,唐山是洗不清了
4.99E+15,3,5.00E+15,2024/1/31 9:24,0,来自江苏,EasonLiuLiu,1779913420,男,37,2261,唐山这么喜欢杀人
4.99E+15,3,5.00E+15,2024/1/30 19:38,1,来自上海,哈利波特Fan,1771864204,男,264,543,这么严重的事 没有媒体说
4.99E+15,3,5.00E+15,2024/1/30 18:35,0,来自四川,他不会死_24243,5977407732,男,760,41,提前带着刀就是谋杀，同药家鑫。
4.99E+15,3,5.00E+15,2024/1/30 16:55,0,来自广东,对别酒丨去流年,2706833007,男,47,108,大家理性看待，相信法律公正处理的结果
4.99E+15,3,5.00E+15,2024/1/30 9:41,0,来自重庆,张伟-张铎瀚,1712120433,男,207,159,派出所所长随身带刀啊
4.99E+15,3,5.00E+15,2024/1/30 8:15,0,来自山东,Lumia957,5515549084,男,865,136,再也不敢去唐山了
4.99E+15,3,5.00E+15,2024/1/29 20:03,0,来自北京,Air_Wrjq,7012031025,女,213,30,上套了
4.99E+15,3,5.00E+15,2024/1/29 14:54,0,来自浙江,阿呆大水牛,5023714308,女,658,81,具体情况，等待检察院公诉和法院判决
4.99E+15,3,5.00E+15,2024/1/29 14:31,0,来自浙江,南山有只小七喵,6221487225,女,495,64,相信法律，相信调查结果，在结果未出来之前，理性吃瓜！
4.99E+15,3,5.00E+15,2024/1/29 14:19,0,来自天津,水为泥巴,2523736985,女,69,58,不信谣不传谣相信警方会公平正义处理。
4.99E+15,3,5.00E+15,2024/1/29 12:57,0,来自陕西,渭水相伴,5736296112,男,264,9,尊重客观事实，不信谣，不传谣，相信政府会妥善处理的。
4.99E+15,3,5.00E+15,2024/1/29 12:55,0,来自北京,东德门,5702755170,男,184,3,这是故意安排好的，一群人录像，明显就是去收拾这个所长的，是谁谁也受不了，如果不严肃处理，拿着录像机修理警察的多了去了
4.99E+15,3,5.00E+15,2024/1/29 11:59,0,来自福建,Aeeedc_,6910994242,女,149,6,相信调查结果，不夸大事实
4.99E+15,3,5.00E+15,2024/1/29 11:26,0,来自内蒙古,拾忆江南1983,6023502388,男,194,80,相信公安机关一定会公平处理。静等结果就好
4.99E+15,3,5.00E+15,2024/1/29 11:17,0,来自贵州,fxbxnjfx,7476299759,女,107,6,无论是谁，无论什么原因，犯法肯定是不可行的，静待处理结果
4.99E+15,3,5.00E+15,2024/1/29 11:12,0,来自新疆,白开水想加唐-,6059263837,女,48,100,事情的全貌还未出来前，我们还是不信谣，不传谣，相信警方依法处置，不要因为个别人否定一个城市和人民警察
4.99E+15,3,5.00E+15,2024/1/29 11:10,0,来自内蒙古,zzzzzlllllla,5797765783,男,41,27,相信法律公平正义，理性评论
4.99E+15,3,5.00E+15,2024/1/29 11:09,0,来自内蒙古,Natural白白,6473273386,男,98,0,相信法律，正义与真相不会迟到！
4.99E+15,3,5.00E+15,2024/1/29 11:07,0,来自浙江,朱喵喵TT,3963732761,女,186,53,不知全貌，不相信一个副所长这么冲动？等官方通知
4.99E+15,3,5.00E+15,2024/1/29 11:01,0,来自山东,小驴吃凉皮,5120287800,男,585,69,警察肯定事出又因的，不要一味的抹灰警察。
4.99E+15,4,5.00E+15,2024/1/29 10:57,0,来自浙江,斗破海波东ing,6365561657,男,305,0,相信公安机关，不造谣不传谣
4.99E+15,4,5.00E+15,2024/1/29 10:48,0,来自甘肃,有幸岁岁年年,5117149350,女,175,143,还是让子弹飞一会儿吧，理智看待
4.99E+15,4,5.00E+15,2024/1/29 10:29,0,来自新疆,吉庆201502,7469988680,男,84,0,尊重事实，不传谣，相信法律
4.99E+15,4,5.00E+15,2024/1/29 10:19,0,来自北京,大明白妈咪,2064911821,女,540,159,相信警方调查下的结果，法律面前人人平等，公安机关一定会依法处置！
4.99E+15,4,5.00E+15,2024/1/29 10:17,0,来自北京,大明白妈咪,2064911821,女,540,159,相信警方严格依法侦办案件，维护社会公平正义!
4.99E+15,4,5.00E+15,2024/1/29 10:11,0,来自陕西,眉坞木易,1996445140,男,979,1581,不要地域黑，相信法律公正，不信谣不传谣，等待官方处置。
4.99E+15,4,5.00E+15,2024/1/29 10:11,0,来自北京,A岁月静好zz,6083930041,女,41,45,相信警方，相信法律，相信警方调查下的结果，法律面前人人平等，公安机关一定会公平公正处理。
4.99E+15,4,5.00E+15,2024/1/29 10:07,0,来自天津,SaberKOP,5852219765,男,98,0,案件已经指定管辖，我们相信警方会严格依法侦办案件，切实维护社会公平正义。
4.99E+15,4,5.00E+15,2024/1/29 10:06,0,来自北京,能者竭力万民同心,1084369262,女,210,34,相信国家，相信法律，等待公平处理！
4.99E+15,4,5.00E+15,2024/1/29 9:56,0,来自山东,面包猴S,5885216833,男,34,120,肯定是有其他原因  不要盲目评论
4.99E+15,4,5.00E+15,2024/1/29 9:54,0,来自山东,L7IU-,5022200640,男,254,3483,依法处理
4.99E+15,4,5.00E+15,2024/1/29 9:52,0,来自北京,派大星的沙滩裤头,6254202704,男,99,13,相信法律会证明一切，相信警方会尽快调查出结果。
4.99E+15,4,5.00E+15,2024/1/29 9:51,0,来自广西,ouhtus,5209252223,男,104,28,相信警察会给群众一个交代
4.99E+15,4,5.00E+15,2024/1/29 9:47,0,来自河北,好开心雅,6061955102,女,19,124,尊重事实，不传谣，相信法律
4.99E+15,4,5.00E+15,2024/1/29 9:46,0,来自青海,LandraupD2,2653562075,男,266,116,理性看待，不信谣，不传谣，相信法律是公正严肃的！
4.99E+15,4,5.00E+15,2024/1/29 9:45,0,来自山东,V谢忠壮,5484148695,男,177,52,遵纪守法 相信法律
4.99E+15,4,5.00E+15,2024/1/29 9:42,0,来自广东,甜桃月饼,6120459160,女,14,5,相信唐山警方会依法侦办案件的
4.99E+15,4,5.00E+15,2024/1/29 9:41,0,来自内蒙古,灰先生smile,3550479713,男,254,77,相信法律，正义不会缺席
4.99E+15,4,5.00E+15,2024/1/29 9:40,0,来自吉林,起床困难户73755,7869899404,男,87,1,不要断章取义，散播不良言论，相信国家，相信法律
4.99E+15,5,5.00E+15,2024/1/29 9:37,1,来自吉林,凹凸慢凸,5124364870,男,5,29,坚信正义
4.99E+15,5,5.00E+15,2024/1/29 9:37,0,来自吉林,凹凸慢凸,5124364870,男,5,29,相信法律
4.99E+15,5,5.00E+15,2024/1/29 9:32,0,来自山东,优美的面条,3579892747,男,116,2,严查真相！ 正义不会迟到！
4.99E+15,5,5.00E+15,2024/1/29 9:31,0,来自江苏,小蝌蚪321123,7393992604,男,43,6,通报结果比较客观，相信会有合理处置
4.99E+15,5,5.00E+15,2024/1/29 9:25,0,来自江苏,Quiet_Strong,5203340591,男,319,140,坚决打击违法犯罪行为
4.99E+15,5,5.00E+15,2024/1/29 9:21,0,来自山东,嘿嘿咻b,2336962030,女,714,113,冷静看待每一件事情，我相信警方会公平公正依法处理该事件
4.99E+15,5,5.00E+15,2024/1/29 9:20,0,来自江苏,喜悦小羔杨,3305575805,女,5,105,不信谣不传谣，相信警方会依法公正处理。
4.99E+15,5,5.00E+15,2024/1/29 9:17,0,来自江苏,一俩句话,5520707117,女,3,0,法律是公平公正的，要相信公安机关会依法处理。 
4.99E+15,5,5.00E+15,2024/1/29 9:16,0,来自江西,做自己的小超人吧,2516335622,女,452,1557,感觉中圈套了
4.99E+15,5,5.00E+15,2024/1/29 9:16,0,来自山东,留言自由,7778307488,女,35,0,不传谣不造谣，相信官方警情通报。
4.99E+15,5,5.00E+15,2024/1/29 9:14,0,来自山东,留言自由,7778307488,女,35,0,不明事实真相就不要在网上乱造谣！相信官方警情通报。
4.99E+15,5,5.00E+15,2024/1/29 9:10,1,来自山东,梧桐树下笑梧桐,5059983384,女,211,19,视频中这位民警疑似被别人情绪导控了，从而情绪波动产生应急反应。
4.99E+15,5,5.00E+15,2024/1/29 9:06,0,来自山东,黄昏遇见自己,6023276903,女,15,13,相信政府会给群众一个公正的交代，相信警察会秉公处理，不信谣，不传谣。
4.99E+15,5,5.00E+15,2024/1/29 9:03,0,来自山东,看啥看关注点赞啊,6324915875,男,90,6,看视频中信息疑似被别人情绪导控了，从而情绪波动产生应急反应。我们在生活用不也是一样么。希望大家在以后的生活工作中，沉住气，稳住心，脚踏实地。认真对待任何事情。
4.99E+15,5,5.00E+15,2024/1/29 9:02,0,来自广西,爱你SYWYF,5673518296,女,150,14,不应该冲动，相信相关部门会公平公正处理
4.99E+15,5,5.00E+15,2024/1/29 9:01,0,来自山东,2420302号行星,3987955941,女,273,93,秉公执法，该处理的处理，该教育的教育，别有下一次
4.99E+15,5,5.00E+15,2024/1/29 8:53,0,来自山东,平等的嘴臭每一个下海丑男,5229313742,女,0,144,不信谣不传谣
4.99E+15,5,5.00E+15,2024/1/29 8:52,0,来自云南,纯真的执着wx,6463238870,男,76,6,严肃处理，知法犯法 ！
4.99E+15,5,5.00E+15,2024/1/29 8:49,0,来自陕西,虾丨,5536470835,女,147,251,不盲目跟风，不做地域黑
4.99E+15,5,5.00E+15,2024/1/29 8:48,0,来自吉林,狼人无声,6072897394,男,353,25,执法范法，必须严惩，为丰润公安点赞！
4.99E+15,6,5.00E+15,2024/1/29 8:47,0,来自辽宁,是丞子不是桔子,5880653592,女,852,19,相信警察
4.99E+15,6,5.00E+15,2024/1/29 8:44,0,来自黑龙江,心渡_49584,6463231628,男,80,0,法不容情，办的漂亮
4.99E+15,6,5.00E+15,2024/1/29 8:41,0,来自黑龙江,芥末配辣条2022,7746371067,男,47,4,通报很快，相信警方依法处置
4.99E+15,6,5.00E+15,2024/1/29 8:36,0,来自黑龙江,思考思考人生,5022067762,男,255,2,觉得被设计了， 也相信公安会将事实调查清楚。
4.99E+15,6,5.00E+15,2024/1/29 7:37,0,来自广西,冲击第二颢星,2124272924,男,94,16,这脾气……
4.99E+15,6,5.00E+15,2024/1/29 6:42,0,来自湖北,Jarvis3000,1641330434,男,516,182,唐山是个神奇的地方
4.99E+15,6,5.00E+15,2024/1/29 4:24,0,来自重庆,小杨可能喝不醉,5351385238,男,276,1,单刀赴会？
4.99E+15,6,5.00E+15,2024/1/28 23:12,0,来自北京,兰迪瑞恩,6858990498,女,385,33,失控就会做错事，做错事那就要受到法律的制裁
4.99E+15,6,5.00E+15,2024/1/28 22:08,0,来自天津,水为泥巴,2523736985,女,69,58,大家都尊重事实哈，理性看待，相信法律，相信公安机关调查！
4.99E+15,6,5.00E+15,2024/1/28 22:02,0,来自福建,酥酥外焦里酥,7241058418,女,63,0,相信政府会给群众一个公正的交代，相信警察会秉公处理，不信谣，不传谣。
4.99E+15,6,5.00E+15,2024/1/28 21:23,0,来自山东,嗨飞的裙子,3031796701,女,164,69,大家都尊重事实哈，理性看待，相信法律，相信公安机关调查！
4.99E+15,6,5.00E+15,2024/1/28 20:59,0,来自陕西,老李不识途,1937788672,男,680,501,不管什么原因，这几刀捅伤的可不仅仅是一个人
4.99E+15,6,5.00E+15,2024/1/28 20:26,0,来自云南,Y楠楠听说,5336420108,男,33,58,不信谣不传谣，相信警方相信公平公正处理
4.99E+15,6,5.00E+15,2024/1/28 20:24,0,来自云南,Y楠楠听说,5336420108,男,33,58,不信谣不传谣，相信警方公正公平出来
4.99E+15,6,5.00E+15,2024/1/28 19:39,0,来自新疆,往事皆归零-,5801779234,男,10,1,不知真相，不随便发表评论，理性看待此事件，保持良好网络环境
4.99E+15,6,5.00E+15,2024/1/28 19:37,0,来自新疆,往事皆归零-,5801779234,男,10,1,无论是谁，法律都将公平对待。
4.99E+15,6,5.00E+15,2024/1/28 19:36,0,来自江西,吴迪42560,5358809238,男,76,154,一直很好奇，当年的街头混混和黑社会去哪了，原来在这呢
4.99E+15,6,5.00E+15,2024/1/28 19:36,0,来自辽宁,奔山海,5784346386,男,47,10,相信法律会公平公正处理
4.99E+15,6,5.00E+15,2024/1/28 19:35,0,来自新疆,往事皆归零-,5801779234,男,10,1,要客观评价，看官方通报，不信谣不传谣！不要不知所以乱带节奏。
4.99E+15,6,5.00E+15,2024/1/28 18:29,0,来自四川,我是江畔-,6570497430,女,194,13,冲动是魔鬼啊  相信当地警方依法处理！
4.99E+15,7,5.00E+15,2024/1/28 18:13,0,来自山东,子夜的那颗星,1771573215,男,534,125,大家擦亮眼睛，别被带节奏了，通报的很明白了。
4.99E+15,7,5.00E+15,2024/1/28 18:12,0,来自山西,sanhengyishu2014,5131919818,男,809,216,相信法律会公平公正处理
4.99E+15,7,5.00E+15,2024/1/28 16:49,0,来自黑龙江,自由的人ff,2359490381,女,84,98,不信谣不传谣
4.99E+15,7,5.00E+15,2024/1/28 16:40,0,来自内蒙古,-Huuuusile-,5366723361,男,217,241,法律会是我们最可靠的后盾
4.99E+15,7,5.00E+15,2024/1/28 16:39,0,来自四川,摸了马尾就跑,3256592382,男,1619,69,知法才容易犯法
4.99E+15,7,5.00E+15,2024/1/28 16:14,0,来自广东,湾涛大米,6223492925,男,38,3,激怒人的人就应该这个下场，白刀子进红刀子出。
4.99E+15,7,5.00E+15,2024/1/28 15:12,0,来自山东,遇见一家人,7881381363,男,136,21,唐山🐮🐮x
4.99E+15,7,5.00E+15,2024/1/28 15:09,0,,三师网警巡查执法,7806131000,男,45,71,相信国家，相信法律。
4.99E+15,7,5.00E+15,2024/1/28 13:37,0,来自广西,记着我的好或者记着我就好·,6196243503,男,28,13,不信谣，不传谣，相信公安判决，犯人终将绳之以法。
4.99E+15,7,5.00E+15,2024/1/28 12:07,0,来自重庆,元气满满小猫猫,3852890396,男,103,3,相信法律的公正，正义常在
4.99E+15,7,5.00E+15,2024/1/28 11:36,0,来自重庆,请叫我_砍砍,3053500114,女,221,153,不太清楚，静观其变，这么多人关注肯定会有个公正的结果
4.99E+15,7,5.00E+15,2024/1/28 11:35,0,来自青海,向左向右_76044,3718033705,女,738,78,法律面前人人平等
4.99E+15,7,5.00E+15,2024/1/28 11:08,0,来自重庆,Li古拉斯娇,5553124293,女,249,45,静等官方结果，法律是公正的
4.99E+15,7,5.00E+15,2024/1/28 11:01,0,来自贵州,fxbxnjfx,7476299759,女,107,6,一切都有法律在作证，国家会公平公正
4.99E+15,7,5.00E+15,2024/1/28 10:46,0,来自宁夏,今天也早睡不晚起,6450763885,男,18,11,不信谣，不传谣，等待官方调查结果，相信公安机关会秉公执法，公平公正处理
4.99E+15,7,5.00E+15,2024/1/28 10:33,0,来自山西,胡阳阳阳阳阳阳同学,5234795872,男,98,23,相信法律
4.99E+15,7,5.00E+15,2024/1/28 9:58,0,来自广东,培裴嶏,2578467827,女,1032,585,请大家尊重事实，等待公平处理，不造谣，不传谣。
4.99E+15,7,5.00E+15,2024/1/28 9:51,1,来自江苏,么么妮8,3947453228,女,34,72,唐山这地方好吓人
4.99E+15,7,5.00E+15,2024/1/28 9:14,0,来自山东,墨邪羽000,5969603614,男,72,12,网上的视频、直播是不是断章取义，内容是否存在剪辑或恶意引导，这样很容易误导网民，我们要相信公安会给人民一个合理的答复。
4.99E+15,7,5.00E+15,2024/1/28 9:09,0,来自四川,小小鸟Dark,3205049120,男,36,1,理智等待官方处理结果
4.99E+15,8,5.00E+15,2024/1/28 8:56,0,来自山西,蔚蓝星空1980,3130386987,女,361,54,人都会因为冲动造成后果，相信法律会给一个公平的判决
4.99E+15,8,5.00E+15,2024/1/28 8:50,0,来自四川,蹦擦擦的天使_184,5524159388,男,134,0,相信法律会给出公正判决
4.99E+15,8,4.99E+15,2024/1/27 23:45,0,来自山西,WangYJ哥哥,6444884418,男,1150,124,年轻人指手画脚，意气风发的说什么呀？
4.99E+15,8,4.99E+15,2024/1/27 23:20,0,来自山东,落日余晖199911,7767328576,男,37,0,相信公安会给人民合理的答复
4.99E+15,8,4.99E+15,2024/1/27 22:52,0,来自宁夏,小幸运43561,5852708315,男,22,0,相信警方会依法公正处理，以科学合法公正的方式推进工作。
4.99E+15,8,4.99E+15,2024/1/27 21:36,0,来自内蒙古,快乐每一天都是对的静默,6383045312,男,24,0,相信法律会公平处理，或者这是突发事件，法律会给于公平处理
4.99E+15,8,4.99E+15,2024/1/27 21:24,0,来自内蒙古,桂圆儿哎,7343319284,女,61,12,理性对待 ，不信谣，不传谣，支持依法处理。
4.99E+15,8,4.99E+15,2024/1/27 21:13,0,来自内蒙古,湖人总冠军冲ya,6316004528,男,162,97,正义永远不会缺席。只是早晚而已
4.99E+15,8,4.99E+15,2024/1/27 21:13,0,来自广西,灯心的乐趣,5504631041,女,100,1.2万,知法犯法，相信会公平公正处理
4.99E+15,8,4.99E+15,2024/1/27 20:32,0,来自内蒙古,不知名的考曼巴,7683323141,男,63,5,相信国家 相信法律
4.99E+15,8,4.99E+15,2024/1/27 19:47,0,来自山西,Feel你的美,5576224517,男,247,51,不猜测，相信相关部门会公正处理
4.99E+15,8,4.99E+15,2024/1/27 19:27,0,来自甘肃,Gunwas,7357959093,女,54,1,大家不要因为某个事件就对否定一个地区
4.99E+15,8,4.99E+15,2024/1/27 19:16,0,来自辽宁,爱娃爱奇爹,5468855783,女,179,24,相信法律！
4.99E+15,8,4.99E+15,2024/1/27 19:12,0,来自辽宁,赵大媛仔,5636593979,女,103,8,相信警方会公平公正处理，给大家一个真相。
4.99E+15,8,4.99E+15,2024/1/27 18:43,0,来自黑龙江,花落殇成痕,5481458955,男,116,129,相信警方，相信中国法律。现在是法治社会。
4.99E+15,8,4.99E+15,2024/1/27 17:30,0,来自陕西,韩哥要加油,2119065022,男,1595,705,带着刀去就是有预谋的
4.99E+15,8,4.99E+15,2024/1/27 17:13,0,来自北京,阳光刺客团,7458497305,男,213,197,唐山有形象？
4.99E+15,8,4.99E+15,2024/1/27 17:12,0,来自山东,Tomatocr,7482016483,男,87,1,洗，使劲洗，受害者有罪论是吧
4.99E+15,8,4.99E+15,2024/1/27 16:27,0,来自河北,TTTTTTaD,5660498005,女,132,274,@一年四季我喜欢秋 这就是我前几天跟你说的那个
4.99E+15,8,4.99E+15,2024/1/27 16:08,0,来自辽宁,_正義小新,2105713517,男,154,44,要正面看待问题，相信公安会给人民合理的答复
4.99E+15,9,4.99E+15,2024/1/27 15:55,0,来自山东,大运运20,3986484113,男,261,93,多次的经验告诉我，让子弹再飞一会儿吧
4.99E+15,9,4.99E+15,2024/1/27 15:54,0,来自浙江,书用方恨少,5857645101,男,3,9,真牛啊…
