微博id,评论页码,评论id,评论时间,评论者赞数,评论者IP归属地,评论者姓名,评论者id,评论者性别,评论者关注数,评论者粉丝数,评论内容
4.95E+15,1,4.95E+15,2023/10/2 19:42,19,来自重庆,烧白好好吃,1409809404,男,1626,141,图片评论
4.95E+15,1,4.95E+15,2023/10/2 19:11,11,来自福建,死士reese,6070241112,男,832,93,一个座位而已就非得占一下嘛
4.95E+15,1,4.95E+15,2023/10/2 19:18,5,来自浙江,来个柚子8,1839429497,男,478,67,在美丽国弹夹都清空了吧
4.95E+15,1,4.95E+15,2023/10/2 19:11,12,来自福建,双鱼的记忆中,2823911780,女,806,65,这样的也能叫小仙女，她应该很高兴
4.95E+15,1,4.95E+15,2023/10/2 19:26,1,来自山东,心中的白月光732016,6766165638,女,495,131,又丑又坏，表里如一
4.95E+15,1,4.95E+15,2023/10/2 20:19,5,来自广东,路过围观的蜻蜓,1234532320,男,279,140,还没有公布处罚结果呢！
4.95E+15,1,4.95E+15,2023/10/2 20:09,4,来自辽宁,普肉卡,1938283313,男,406,69,占座霸座变袭警，图的啥，第一次被劝离开就好，都不用警察来 唉
4.95E+15,1,4.95E+15,2023/10/2 19:03,9,来自山东,世间行者本尊,6223313986,男,1436,64,刑了
4.95E+15,1,4.95E+15,2023/10/3 8:50,0,来自云南,秋日耒,7597077240,女,178,21,这是个女人吗？这是个人吗？
4.95E+15,1,4.95E+15,2023/10/3 8:38,1,来自四川,千山暮雪皆是空,5697892193,女,2150,2986,仙女？泼妇！支持刑拘！
4.95E+15,1,4.95E+15,2023/10/2 19:25,2,来自中国香港,狂飙6000转,2077353161,男,212,44,哪里来的恶霸？[攤手]
4.95E+15,1,4.95E+15,2023/10/2 19:21,2,来自广东,遥遥领先遥遥领先遥遥领先遥遥领,6445045501,男,246,11,平日在猪窝里横惯了，一时没有调整过来
4.95E+15,2,4.95E+15,2023/10/3 7:56,1,来自天津,tomcatpai,6735732260,男,230,79,这要是在美国，可以当场击毙了
4.95E+15,2,4.95E+15,2023/10/3 5:58,1,来自澳大利亚,来了老末,3833963854,男,197,85,孕妇?
4.95E+15,2,4.95E+15,2023/10/2 23:47,1,来自浙江,太空大清洗,1092469405,男,2858,254,这很刑，人渣需要劳动改造
4.95E+15,2,4.95E+15,2023/10/2 20:44,1,来自上海,真大祥,3957920027,男,258,202,金发女郎，太膨胀了！
4.95E+15,2,4.95E+15,2023/10/2 20:15,1,来自广东,人间清醒宋清远__,7845367027,男,153,12,这肚子怎么看都有6个月了吧。
4.95E+15,2,4.95E+15,2023/10/2 23:57,2,来自江苏,不行咱再换,7318981644,男,339,5052,罚款乘警1500，然后全系统通报批评
4.95E+15,2,4.95E+15,2023/10/2 22:46,0,来自加拿大,儿童散流床,3813049960,男,1355,56,警局要-85000了🤣
4.95E+15,2,4.95E+15,2023/10/2 19:42,0,来自北京,北京老哥99,5274749989,男,489,39,在家父母惯着你，在学校同学不计较你，玩时朋友宠着你，但到了社会上只有警察＂料理l＂你了！
4.95E+15,2,4.95E+15,2023/10/2 19:38,1,来自山东,djskwo,5777611820,男,885,12,看见坦克必按F
4.95E+15,2,4.95E+15,2023/10/2 19:36,1,来自广东,决胜关键点,3464291860,男,137,163,辣椒水呢？
4.95E+15,2,4.95E+15,2023/10/7 18:06,0,来自山东,一条鱼鲸,6573752807,男,296,4,女人袭警今年发生多少次了？
4.95E+15,2,4.95E+15,2023/10/3 21:47,0,来自安徽,这次说真,5196658361,男,223,110,xxn就是一群好吃懒做想占便宜又没有底线的蛆虫。
4.95E+15,2,4.95E+15,2023/10/3 20:20,0,来自日本,卷潮潮,1746396243,女,1977,1022,老坦克
4.95E+15,2,4.95E+15,2023/10/3 13:53,0,来自云南,止于飞,6257400894,女,94,148,这不亵渎仙女吗？娇生惯养下的蛮横，穷汉养娇子，富汉得奴使，父母害的，首先父母得有教养，其次父母还要花心思传承的教养没那么容易。
4.95E+15,2,4.95E+15,2023/10/3 11:20,0,来自山西,天使我是shui,1612644873,男,699,422,我还真不信敢刑拘她
4.95E+15,2,4.95E+15,2023/10/3 10:22,0,来自山东,圣光麒麟曌昊,7804073394,男,2739,85,转发微博
4.95E+15,2,4.95E+15,2023/10/3 8:07,1,来自加拿大,华大的旅行者,6376176347,女,221,13,无知者无畏，所以瞎胡闹
4.95E+15,2,4.95E+15,2023/10/3 7:18,0,来自吉林,思考是唯一尊严,3170791813,男,776,394,恭喜恭喜，袭警的人都不能被辜负，望重判
4.95E+15,3,4.95E+15,2023/10/3 2:02,0,来自四川,忽闻云中有客来,7824424342,男,109,23,这下👮还不爆八万五金币？
4.95E+15,3,4.95E+15,2023/10/2 23:31,0,来自天津,饭饭大狠狠,1903978927,女,579,512,下一步是不是要说自己神经有问题？她肯定有后手，我不信人能莫名其妙蠢成这样，这不是一句法盲能解释的...
4.95E+15,3,4.95E+15,2023/10/2 22:51,0,来自江苏,喵叔抱柯基,6171267192,男,573,46,电击枪 很有必要
4.95E+15,3,4.95E+15,2023/10/2 22:39,0,来自北京,第三只AGITO,6440023809,男,389,40,直接抓，这种垃圾
4.95E+15,3,4.95E+15,2023/10/2 21:50,0,来自四川,衡荇天下,1109605044,男,192,228,这种人无论男女，先让社会上一课再说
4.95E+15,3,4.95E+15,2023/10/2 21:36,0,来自北京,桃tao-527,6451583484,女,3223,57,判多久
4.95E+15,3,4.95E+15,2023/10/2 21:30,0,来自湖南,岚霭风轻,5545638235,女,125,943,这是孕妇还是月半
4.95E+15,3,4.95E+15,2023/10/2 21:19,0,来自山东,朱兵99966696,7296773230,男,330,13,捐款保研入党进体制，处理完毕。
4.95E+15,3,4.95E+15,2023/10/2 20:53,0,来自浙江,农家幼犬,7867471020,男,1883,81,无法无天的感觉
4.95E+15,3,4.95E+15,2023/10/2 20:43,0,来自广东,关你peachpeach,3683508205,男,250,54,天啊，这些人是不是不懂法的啊，敢袭警
4.95E+15,3,4.95E+15,2023/10/2 20:30,0,来自北京,此时明月照九州,1402238542,男,633,798,这都是什么环境长大的，怎么能做到一没常识二没家教的……这生物的多样性也太神奇了。
4.95E+15,3,4.95E+15,2023/10/2 20:22,0,来自上海,Beatlicious,1407465957,男,685,30,我们要鼓励广大老中青仙女，放开手脚，拓展社会主义铁拳的底线
4.95E+15,3,4.95E+15,2023/10/2 20:02,0,来自云南,止于飞,6257400894,女,94,148,肚大过胸，还衣不遮体，丑人多作怪
4.95E+15,3,4.95E+15,2023/10/2 19:34,0,来自湖北,Shullybaby,1778944575,男,971,152,好仙
4.95E+15,3,4.95E+15,2023/10/2 19:30,0,来自北京,王育罡,1483009644,男,1607,712,坐等蓝底公告
4.95E+15,3,4.95E+15,2023/10/2 19:28,0,来自北京,白嫖怪怪怪怪,7383329828,女,225,21,好嘞，她真刑！
4.95E+15,3,4.95E+15,2023/10/2 19:27,0,来自福建,斟一壶过眼尘嚣,1913269844,男,594,100,蹲个后续，想要引起舒适，可千万别放过它
4.95E+15,3,4.95E+15,2023/10/2 19:17,0,来自广东,阿本宫微胖,1843829181,女,169,91,后续怎样？
4.95E+15,3,4.95E+15,2023/10/2 19:16,0,来自辽宁,懒羊羊_1961,6856891758,男,100,20,黄毛怪进去了
4.95E+15,3,4.95E+15,2023/10/2 19:02,2,来自河南,春树乀暮云,7793290002,男,124,23,飞扬跋扈
4.95E+15,4,4.95E+15,2023/10/2 19:33,1,来自广东,賞善罰惡使將臣,1770327031,男,91,170,黄发魔女
4.95E+15,4,4.95E+15,2023/10/3 11:30,0,来自重庆,猛士斯特,6506231386,男,2163,357,这女刑拘了下场
4.95E+15,4,4.95E+15,2023/10/2 20:53,0,来自广西,水晶之痕的秋天,5389165528,女,1229,171,她一定是微博上多了，觉得小仙女撒泼耍赖打滚无所不能。
4.95E+15,4,4.95E+15,2023/10/5 0:01,1,来自海南,野小子45973,5295079573,男,2,6,袭警在美利坚打空弹匣，我们警察还是太克制了
4.95E+15,4,4.95E+15,2023/10/2 21:20,0,来自广东,不要脸的环球胡稀泥,5193287531,男,295,142,妨碍公务罪和袭警罪择一从重，然后在附加终身禁坐高铁。
4.95E+15,4,4.95E+15,2023/10/2 19:46,0,来自天津,是陆白白啊,7364357991,男,179,7,出于对小仙女的保护，还是让叔叔们把她带走吧，最近假期社会上的人太多了，太危险了
4.95E+15,4,4.95E+15,2023/10/2 19:33,0,来自德国,必由202308,7860192896,男,21,0,和谐社会救了它
4.95E+15,4,4.95E+15,2023/10/3 3:47,0,来自辽宁,没有--最重要,1433272412,男,551,56,法治社会，必须刑！
4.95E+15,4,4.95E+15,2023/10/2 22:32,0,来自安徽,薛定谔Ai吸猫,1224442887,男,412,1.2万,吃不完的亏？这个就不好说了，多吃几次，指不定就吃完了。
4.95E+15,4,4.95E+15,2023/10/2 22:12,0,来自天津,小鹿斑比小童鞋,5532241609,女,189,104,够刑了！
4.95E+15,4,4.95E+15,2023/10/2 20:36,0,来自安徽,蹉跎岁月又如何,6482905490,男,61,171,平时横惯了，收不住
4.95E+15,4,4.95E+15,2023/10/2 20:12,0,来自北京,一只红狼狼,6327988658,女,371,24,好了，这下袭警了
4.95E+15,4,4.95E+15,2023/10/2 20:11,0,来自云南,蝌蚪之王,1016668117,男,95,10,一声脆响……脑袋嗡嗡的没，感觉练过，人家是腰部发力！能算重伤吗？
4.95E+15,4,4.95E+15,2023/10/2 19:44,0,来自重庆,爱财的老张,1878675067,男,1074,4039,没文化的亏
4.95E+15,4,4.95E+15,2023/10/2 19:42,0,来自江苏,咯小河边,7869102128,女,221,0,版本t0这可是
4.95E+15,4,4.95E+15,2023/10/2 19:36,1,来自马来西亚,akhito,3597138430,女,104,9,什麼小仙女，是金毛狒狒啦！😜
4.95E+15,5,4.95E+15,2023/10/2 19:30,0,来自广东,yy_hoo,1897172650,女,23,584,看她这行为  平时就很多人吃了她的亏
4.95E+15,5,4.95E+15,2023/10/2 19:16,1,来自上海,CDiaw,1934206643,男,500,19,在美国这样早就被清空弹夹了
4.99E+15,1,4.99E+15,2024/1/3 16:26,2839,来自广西,战之颂歌,3973822529,女,909,138,感谢警察同志（警察有男有女）
4.99E+15,1,4.99E+15,2024/1/3 18:34,1828,来自四川,无厘头宅腐子,2879836274,女,256,272,一年…仅铁路公安…真的看的我眼前一黑
4.99E+15,1,4.99E+15,2024/1/3 18:39,1184,来自江苏,抖森真的萌得只有三岁,1847836932,女,762,24.2万,当你在阳光下发现了一只蟑螂，那么阴暗处已经多得挤不下了
4.99E+15,1,4.99E+15,2024/1/3 17:23,56,来自北京,曦嘻猫,1622032147,女,583,1501,巨赞
4.99E+15,1,4.99E+15,2024/1/3 18:10,482,来自云南,ssuriii,5893728818,女,610,168,触目惊心的数字
4.99E+15,1,4.99E+15,2024/1/8 3:39,0,来自新疆,她两是真的,6331263302,女,1277,323,辛苦了
4.99E+15,1,4.99E+15,2024/1/3 19:26,3,来自北京,一只锦娥,1777559071,女,631,277,感谢
4.99E+15,1,4.99E+15,2024/1/4 5:48,5,来自上海,中年危机的蛋挞,2375344724,男,520,467,触目惊心，感谢所有看不见付出的人
4.99E+15,1,4.99E+15,2024/1/5 0:55,4,来自湖北,到处流浪啊啊啊啊啊,7825008557,男,193,2,感谢警察同志们
4.99E+15,1,4.99E+15,2024/1/7 12:25,0,来自甘肃,-虚构绷带羊-,7678232251,女,571,9,辛苦了
4.99E+15,1,4.99E+15,2024/1/5 17:55,0,来自四川,手头好紧,6893972639,女,307,6,辛苦了工作不容易//@战之颂歌:感谢警察同志（警察有男有女）
4.99E+15,1,4.99E+15,2024/1/3 20:09,0,来自天津,七爷有片海_,5432528892,女,654,72,辛苦了
4.99E+15,1,4.99E+15,2024/1/3 18:40,363,来自江苏,荔枝为攻苏小蓉,2255494222,女,135,143,现在就这么多，可想而知之前有多少
4.99E+15,1,4.99E+15,2024/1/3 22:14,194,来自广西,慕容璇璇整天沉迷神座,1845058350,女,615,740,我还以为是现在拐卖的少了呢，原来是在路上抓了
4.99E+15,1,4.99E+15,2024/1/3 14:47,19,来自湖北,不加葱姜蒜黄豆蓉,7811199804,女,138,110,感谢警察叔叔们
4.99E+15,1,4.99E+15,2024/1/4 7:51,91,来自北京,军粉团,3022704283,女,2743,89.9万,300人，相对于14亿来说，只是九牛一毛，但相对于个体或者家庭来说就是100%。辛苦了！
4.99E+15,1,4.99E+15,2024/1/3 14:47,7,来自山东,想做锦鲤的咸鱼呀,7811161497,女,174,61,好棒！
4.99E+15,1,4.99E+15,2024/1/3 14:45,2,来自福建,我爱的二胖太帅了,7811159652,男,75,109,愿平安
4.99E+15,1,4.99E+15,2024/1/3 22:10,0,来自上海,巍来可期不离不弃龙哥冲呀,6573296602,女,31,34,感谢警察同志
4.99E+15,1,4.99E+15,2024/1/3 14:46,0,来自安徽,zzz西溪欧巴,7811203039,男,272,84,这是真不错呀 赞一个
4.99E+15,2,4.99E+15,2024/1/3 14:45,0,来自河南,白色小木鱼_居,7811191977,女,245,79,点赞
4.99E+15,2,4.99E+15,2024/1/4 0:34,81,来自广东,咩咩咩啊猫,1867572814,男,556,303,去年，2023年的事，总感觉贩卖人口是很久远以前的事....
4.99E+15,2,4.99E+15,2024/1/3 20:09,17,来自重庆,Dorabmon-cc,2808172410,女,337,20,？？？现在了还？
4.99E+15,2,4.99E+15,2024/1/4 13:38,4,来自安徽,kaihuila,2549583834,女,236,107,这个年代了，竟然还存在
4.99E+15,2,4.99E+15,2024/1/3 21:43,3,来自山西,咚巴拉899,5455251196,男,1196,245,还有？
4.99E+15,2,4.99E+15,2024/1/4 0:33,10,来自美国,小維特vv,2280559524,女,508,1355,惩罚力度能不能加大啊
4.99E+15,2,4.99E+15,2024/1/4 1:07,5,来自山东,等待日落ML,5213775738,男,756,3244,数字挺吓人
4.99E+15,2,4.99E+15,2024/1/5 9:56,1,来自江苏,天上-游客,2796794800,女,513,658,现在已经很好了，以前更惨
4.99E+15,2,4.99E+15,2024/1/4 7:50,1,来自山东,c26AI,1568449741,女,534,177,妈呀
4.99E+15,2,4.99E+15,2024/1/4 9:47,5,来自江西,九龙方丽娟11661,1810308557,女,168,215,感谢警察同志，拯救多少家庭
4.99E+15,2,4.99E+15,2024/1/3 22:53,0,来自四川,_bobbyrinaka,6990423462,女,87,368,我的天啦
4.99E+15,2,4.99E+15,2024/1/5 16:35,3,来自浙江,重生之夜轻染的小王妃,7441343948,女,187,34,做不到买卖同罪，那就永远都抑制不住人口拐卖！
4.99E+15,2,4.99E+15,2024/1/3 20:29,2,来自重庆,又三白,1595142555,女,226,17,天，这么多！
4.99E+15,2,4.99E+15,2024/1/4 1:02,1,来自宁夏,泪君请叫我女王大人,2356412130,女,262,281,
4.99E+15,2,4.99E+15,2024/1/17 17:35,0,来自广西,Souvenir猫儿,5998079332,女,227,164,转发微博
4.99E+15,2,4.99E+15,2024/1/6 22:11,0,来自广东,Alone-罗琅,3561015577,男,87,49,？？？接近一吨？？？？
4.99E+15,2,4.99E+15,2024/1/5 15:13,0,来自广东,秦桑入罗,7753885109,女,802,1,惩罚力度请加大
4.99E+15,2,4.99E+15,2024/1/5 13:53,0,来自天津,林-神出鬼没,1216941362,女,730,394,都快合到1天1个了
4.99E+15,2,4.99E+15,2024/1/4 19:48,0,来自广西,昨日骨,6109432793,女,1838,29,300个命运
4.99E+15,2,4.99E+15,2024/1/4 14:17,0,来自广东,初春的故乡,1136390715,女,79,170,真特么可怕
4.99E+15,3,4.99E+15,2024/1/4 12:00,0,来自浙江,戒骄戒躁吃素少糖,1728030543,女,193,160,
4.99E+15,3,4.99E+15,2024/1/4 1:49,0,来自广东,夜笙姬,6746072254,男,841,276,。。牛
4.99E+15,3,4.99E+15,2024/1/4 1:02,0,来自中国香港,夜來小路人,7569239597,女,59,1,願她們平安
4.99E+15,3,4.99E+15,2024/1/4 0:52,0,来自上海,Dysaniae,1909206150,女,162,238,@LionHeart_Radioactive
4.99E+15,3,4.99E+15,2024/1/4 0:13,0,来自江苏,PeachpiT5555,1936387022,女,1240,270,@中苑第一控
4.99E+15,3,4.99E+15,2024/1/3 19:20,0,来自云南,士多碑梨猹啊猹猹,6328930783,女,207,23,夺少
4.99E+15,3,4.99E+15,2024/1/3 18:05,0,来自广东,鸟耶耶耶,1745232157,女,620,766,👍🏻
4.99E+15,3,4.99E+15,2024/1/3 18:01,0,来自上海,池w月,7736322772,男,371,3,转发微博
4.99E+15,3,4.99E+15,2024/1/3 18:00,0,来自陕西,猛人鱼Ariel,2318299715,女,1633,2518,我的天
4.99E+15,3,4.99E+15,2024/1/3 18:52,1,来自云南,蒜苗炒笋干,3829321358,女,175,47,可怕
4.99E+15,3,4.99E+15,2024/1/3 14:45,114,来自河北,是个小猪张啊,7811058717,女,485,96,希望拐卖儿童妇女儿童的事件越来越少
4.99E+15,3,4.99E+15,2024/1/3 14:45,12,来自浙江,我们都会点巅峰,7811193448,男,369,50,愿天下无拐！
4.99E+15,3,4.99E+15,2024/1/3 14:46,4,来自河南,不太冷的草酱,7811210637,女,289,120,希望每年都能看到这些新闻
4.99E+15,3,4.99E+15,2024/1/3 14:45,3,来自福建,落星洛呀,7811158310,女,239,81,这才是真正的为老百姓着想
4.99E+15,3,4.99E+15,2024/1/3 23:18,0,来自湖北,今夜就开始放晴,5711020928,女,299,75,@Dorasosona
4.99E+15,3,4.99E+15,2024/1/3 20:09,0,来自云南,小生默了,1293076723,男,384,514,一刻都不能放松啊
4.99E+15,3,4.99E+15,2024/1/3 19:49,0,来自上海,在逃公主女士,5079500946,女,272,57,
4.99E+15,3,4.99E+15,2024/1/3 14:46,0,来自辽宁,王漂亮的能姐姐,7811063117,女,229,61,必须表扬一下
4.99E+15,3,4.99E+15,2024/1/7 12:44,0,来自江苏,敲个蛋,7758300949,男,100,0,感谢铁路公安的努力🙏
4.99E+15,3,4.99E+15,2024/1/3 23:12,0,来自云南,圈圈圆圆圈圈--F,3060968603,女,191,227,@我只为你_开心
4.99E+15,4,4.99E+15,2024/1/6 3:06,0,来自广东,让黑暗死掉,5717968580,女,1084,125,@风休住nnn
4.99E+15,4,4.99E+15,2024/1/5 19:26,0,来自山西,工藤新二呀,7356396907,女,367,625,现在还这么多
4.99E+15,4,4.99E+15,2024/1/5 2:47,0,来自陕西,明月陌上兮-慵易,6408057957,女,232,24,@是四也呀 光铁路公安这基本都一天一个……
4.99E+15,4,4.99E+15,2024/1/4 16:56,0,来自四川,是板板靴靴,5243191206,女,335,93,@LEE乔木 铁路公安一年300多，两眼一黑
4.99E+15,4,4.99E+15,2024/1/4 11:37,0,来自重庆,风侵瘦山色,5674683763,女,552,64,还只是铁路公安@斗是要千翻儿
4.99E+15,4,4.99E+15,2024/1/3 23:13,1,来自江苏,胡老脏,1491178460,男,329,333,嗯，然后他们说不应该有安检。
4.99E+15,4,4.99E+15,2024/1/3 21:41,0,来自四川,渡线朝南,5365683143,女,408,3,UPUP
4.99E+15,4,4.99E+15,2024/1/3 20:53,1,来自山东,fwbb2008,2122712374,男,291,522,还真有顶风作案的
4.99E+15,4,4.99E+15,2024/1/3 18:20,36,来自内蒙古,莹光碌碌,2055906795,女,1014,94,就这么大声势下还有人拐，还有人买，这不买卖同罪还等何时 ，这光是铁路上的，，
4.99E+15,1,4.99E+15,2024/1/21 21:24,82,来自黑龙江,生蚝烤大虾,5789683975,男,549,198,就是惯的，都不敢惩罚，惩罚太轻，
4.99E+15,1,4.99E+15,2024/1/21 21:49,31,来自天津,咔咔2205,1146264120,男,773,281,能给直接拘走么，越这样报这些人没事儿 会越多这么干的。
4.99E+15,1,4.99E+15,2024/1/21 21:46,19,来自辽宁,于鹏飞不知道起啥名,5954819862,男,332,352,没有强制力，干说有个🔨用
4.99E+15,1,4.99E+15,2024/1/21 23:10,2,来自江西,我反对无效,2315451433,男,26,2897,他只是没遇到我，遇到我的话给乘务员十秒钟，不把他拉走，我自己用力把他拉走
4.99E+15,1,4.99E+15,2024/1/21 22:13,0,来自四川,Stilllove陈圆圆,1646058357,男,280,320,她不高兴你就满足她的要求不就好了
4.99E+15,1,4.99E+15,2024/1/21 21:23,2,来自广东,憨憨要释怀,6470995616,男,197,89,小仙女霸个座怎么啦
4.99E+15,1,4.99E+15,2024/1/21 22:46,3,来自广东,Jordantliu,2539391664,男,259,110,要是不看文案。这嗓音和外形。我特么以为是个大老爷们呢
4.99E+15,1,4.99E+15,2024/1/21 21:37,2,来自福建,灵小忆,3206729524,男,498,128,等个拘留后续
4.99E+15,1,4.99E+15,2024/1/21 23:38,0,来自山西,薄剑光,6041496385,男,291,110,实际山西的人是不好说话得，山西男人最小气鬼，山西女人最厉害，山西不出娘子关的！
4.99E+15,1,4.99E+15,2024/1/21 23:06,1,来自海南,四眼哥哥不姓张,2027870723,男,715,364,短发（我最爱），眼镜（我也爱），耳环（我也爱）！为啥在她（他）头上就这样呢？
4.99E+15,1,4.99E+15,2024/1/22 16:42,0,来自天津,珲Sunny,3045695505,男,165,371,这种要求一辈子没见过，那就去她所愿呗，铐起来。
4.99E+15,1,4.99E+15,2024/1/22 14:25,0,来自河南,那遁去的一gy,6051387249,男,288,403,法规约束没有
4.99E+15,1,4.99E+15,2024/1/22 10:23,0,来自江苏,调休从幼儿园开始,1776767464,男,242,142,虽然不好看，但也还是小仙女
4.99E+15,1,4.99E+15,2024/1/22 9:35,0,来自湖北,#NAME?,2629078711,男,396,377,就是罚得太轻了
4.99E+15,1,4.99E+15,2024/1/22 8:02,1,来自贵州,就算最好的世界已经陌路,1779965797,男,410,432,和谐社会惯了她
4.99E+15,1,4.99E+15,2024/1/22 8:01,0,来自河北,护城河里的虾米,7859974826,男,212,16,又能怎么样？有什么惩罚？
4.99E+15,1,4.99E+15,2024/1/22 7:34,1,来自湖北,-1游色戏光1-,1602699124,男,725,256,有法不依，执法不严，以闹为本，为害社会。
4.99E+15,1,4.99E+15,2024/1/22 0:23,0,来自陕西,我是你的猫头鹰爸爸,3849898609,男,47,21,我以为前面大哥站起来要给俩大嘴巴子呢
4.99E+15,1,4.99E+15,2024/1/22 0:15,0,来自塞浦路斯,ABRACADABRA不让用,1834581115,男,2437,579,这是男的？
4.99E+15,1,4.99E+15,2024/1/21 23:49,0,来自广东,七年繁梦,2732943945,男,427,887,还是资本主义教育人，老中以人为本养太多巨婴
4.99E+15,2,4.99E+15,2024/1/21 22:46,1,来自湖南,蜜筱塔嬄朵,1940726404,女,570,425,铐起来呗！年前一大铐，年后蹲小号
4.99E+15,2,4.99E+15,2024/1/21 22:31,0,来自广东,阿古路one,1077196691,男,566,450,都是实名制，可以考虑信誉度扣分限制这些人一段时间不能坐？
4.99E+15,2,4.99E+15,2024/1/21 22:29,1,来自上海,Lateatnight86,1465343847,男,600,250,她都让你们拷起来，你们偏不拷，这不是让我们看着生气吗
4.99E+15,2,4.99E+15,2024/1/21 22:27,1,来自江苏,熊猫--也是猫,2216044693,男,164,814,应该把这些动物关在笼子里托运，省的出来乱咬人
4.99E+15,2,4.99E+15,2024/1/21 22:19,0,来自北京,幽R冥,2250217655,男,2713,2018,警察呢？？带走啊
4.99E+15,2,4.99E+15,2024/1/21 22:11,0,来自湖北,哟呵hyc,6921870003,男,613,1189,比恒大还 牛？
4.99E+15,2,4.99E+15,2024/1/21 22:09,0,来自云南,眺望西河底村,7772052095,男,147,3,这是谁家的狗
4.99E+15,2,4.99E+15,2024/1/21 22:01,0,来自四川,没耳朵的驴,1030593465,男,891,485,为泥瓦匠点赞
4.99E+15,2,4.99E+15,2024/1/21 21:41,0,来自北京,GUNDAM-EXIA,6484543636,男,55,2,罚的太轻
4.99E+15,2,4.99E+15,2024/1/21 21:35,0,来自江苏,大黑山下的罐罐_,3014079342,男,822,33,神经病
4.99E+15,2,4.99E+15,2024/1/21 21:28,0,来自江西,盐与花椒,2736980494,男,49,68,扩大影响系铁路局全责
4.99E+15,2,4.99E+15,2024/1/21 21:26,1,来自北京,北京郭勇,1158942041,男,82,14,铁路局
4.99E+15,2,4.99E+15,2024/1/22 15:36,0,来自重庆,love艾掌柜,6150777197,女,280,1,这是个老gay
4.99E+15,2,4.99E+15,2024/1/22 15:30,0,来自日本,浦镇少女的日常,7541076359,女,62,3,是山西的？听不出来
4.99E+15,2,4.99E+15,2024/1/22 10:22,0,来自广东,Ejannnnn,6981722279,男,147,17,回复@生蚝烤大虾:违法成本太低，甚至没有成本，什么干不出来呢
4.99E+15,2,4.99E+15,2024/1/26 14:33,0,来自北京,缘--妙-不-可-言,2487612037,男,5018,175,这种情况乘警直接抓人，就是太宽容了
4.99E+15,2,4.99E+15,2024/1/21 21:23,11,来自山西,高高的山峰矗立在南天,7755118547,男,354,8,关键是很少有强力执法的情况，反而安慰开了，这不变相鼓励嘛
4.99E+15,2,4.99E+15,2024/1/22 9:15,0,来自湖南,长沙木桶伯,2368337372,男,262,102,列入黑名单，不准座火车！
4.99E+15,2,4.99E+15,2024/1/22 0:26,0,来自湖北,waongjiaoyiu,5498340136,男,270,13,它自己的座位呢？
4.99E+15,3,4.99E+15,2024/1/21 22:28,0,来自广东,阿伟_47339,1006922314,男,86,35,精神病患者。
4.99E+15,3,4.99E+15,2024/1/21 22:27,0,来自天津,竹蜻蜓时光机,2381416553,男,700,82,牛监督员？
4.99E+15,3,4.99E+15,2024/1/21 21:24,1,来自山西,高高的山峰矗立在南天,7755118547,男,354,8,人家说个不想看见你，你就不敢管了
4.99E+15,3,4.99E+15,2024/1/21 21:24,0,来自广西,巴布莱尔,2356012003,男,74,20,几千人公司还坐高铁呢？这么能耐怎么不买湾流？
4.99E+15,3,4.99E+15,2024/1/22 11:30,0,来自安徽,萨摩耶爱吃小鱼干,6703314654,男,34,23,等什么时候每趟列车都能安排一名乘警，这种寻衅滋事的情况就可以永远杜绝了
4.99E+15,3,4.99E+15,2024/1/22 0:44,0,来自宁夏,你猜我是谁是我是谁,1249402647,男,171,150,微信几千人吗
4.99E+15,3,4.99E+15,2024/1/21 21:45,0,来自广东,用户6916209374,6916209374,女,2474,3,版本t0
4.99E+15,3,4.99E+15,2024/1/21 21:29,0,来自天津,实在懒得想名了,7336255017,男,347,9,这么吊也没见你坐商务座啊
4.99E+15,3,5.01E+15,2024/2/24 18:53,0,来自北京,文躍霖wenyu,1440783175,男,856,567,最讨厌泼妇了
4.99E+15,3,4.99E+15,2024/1/22 14:46,0,来自湖北,十七畵生,7852018944,男,86,5,小仙女是这样的，走到哪儿连🐶都嫌弃
4.99E+15,3,4.99E+15,2024/1/22 7:17,0,来自吉林,GoodGame2713,6376338203,男,402,10,浪费口舌干嘛，直接让警察带走就行了
4.99E+15,3,4.99E+15,2024/1/21 23:07,0,来自广东,要要领先,1980337897,男,212,31,这种事很简单，不要跟垃圾人渣吵，叫铁路换个商务座给被占人，这不过分吧
4.99E+15,3,4.99E+15,2024/1/21 22:51,0,来自北京,BJS陌生人,2481665581,男,829,231,这不是素质的事 是制度 是处罚 是严惩，这样才有素质
4.99E+15,3,4.99E+15,2024/1/21 22:44,0,来自日本,和全世界重修旧好,1933423645,女,515,363,精神病可不可以不要乱出门
4.99E+15,3,4.99E+15,2024/1/21 22:39,0,来自浙江,cool狗4,3574920254,男,99,23,余姚
4.99E+15,3,4.99E+15,2024/1/21 22:22,0,来自辽宁,夜饮江城,3214175261,男,128,6,这口音哪人啊
4.99E+15,3,4.99E+15,2024/1/21 21:33,0,来自天津,倒拔垂杨-鲁智花,7772341444,女,392,265,几千人的公司？传销啊？公安部红通五百强？？？你养着他们？？？那就他家不骗别人专骗你呗？OK了了解了，难怪表现得这么der，原来是真的der
4.99E+15,3,4.99E+15,2024/1/21 21:26,0,来自江西,风林火山卧龙港,7536341557,男,124,53,就这泼妇还戴眼镜，这书都读到狗肚子去了吗？
